exporter_name,exporter_address,exporter_city,exporter_state,exporter_country,exporterLAT,exporterLONG,hazWasteDesc,extra,totalQuantityinShipment,,units,ExpectedManagementMethod,receivingfacilityzipcode,ReceivingFacilityEPAIDNumber,importer_name,importer_address,importer_city,importer_state,latitude,longitude
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,NON RCRA HAZARDOUS WASTE LIQUIDS (PAINT),55,55,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,WASTE PAINT,2640,2640,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,"WASTE FLAMMABLE LIQUIDS, NOS (THINNERS, TARS, PAINT)",350,350,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,WASTE PAINT RELATED MATERIAL,110,110,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,"WASTE FLAMMABLE LIQUIDS, NOS (PAINT)",385,385,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,"WASTE FLAMMABLE LIQUIDS, NOS (THINNERS, TARS, PAINT)",55,55,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,"WASTE NOT REGULATED BY TDG (PAINT, SOLID)",85,85,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,WASTE PAINT,2365,2365,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,"WASTE FLAMMABLE LIQUIDS, NOS (PAINT SLUDGE)",220,220,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,WASTE PAINT RELATED MATERIAL,55,55,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,"WASTE FLAMMABLE LIQUIDS, NOS (PAINT SLUDGE)",440,440,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,WASTE PAINT,990,990,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,"WASTE FLAMMABLE LIQUIDS, NOS (PAINT SLUDGE)",165,165,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,WASTE PAINT RELATED MATERIAL,829,829,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,WASTE PAINT,1708,1708,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,WASTE PAINT RELATED MATERIAL,55,55,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,WASTE PAINT,2475,2475,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,"WASTE FLAMMABLE LIQUIDS, NOS (FUEL, TAR, PAINT)",1100,1100,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,toluene,WASTE PAINT RELATED MATERIAL,220,220,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
VIDRIOCAR,MIGUEL CATALAN #420,JUAREZ,NA,MEXICO,31.6640606,-106.344223,toluene,WASTE PAINT,90,90,K - Kilograms,H061,76208,TXD077603371,SAFETY-KLEEN SYSTEMS/ INC.,1722 COOPER CREEK ROAD,DENTON,TX,33.236889,-97.081123
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,toluene,WASTE PAINT,492,492,G - Gallons (liquids only),H040,84029,UTD981552177,CLEAN HARBORS (ARAGONITE)/ LLC,11800 NORTH APTUS ROAD,GRANTSVILLE,UT,40.5999298,-112.4667587
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,toluene,WASTE PAINT,44,44,G - Gallons (liquids only),H040,84029,UTD981552177,CLEAN HARBORS (ARAGONITE)/ LLC,11800 NORTH APTUS ROAD,GRANTSVILLE,UT,40.5999298,-112.4667587
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,toluene,WASTE PAINT,675,675,G - Gallons (liquids only),H040,84029,UTD981552177,CLEAN HARBORS (ARAGONITE)/ LLC,11800 NORTH APTUS ROAD,GRANTSVILLE,UT,40.5999298,-112.4667587
CLEAN HARBORS CANADA INC - MISSISSAUGA,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,toluene,WASTE PAINT,3800,3800,K - Kilograms,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,toluene,WASTE PAINT,492,492,G - Gallons (liquids only),H040,84029,UTD981552177,CLEAN HARBORS (ARAGONITE)/ LLC,11800 NORTH APTUS ROAD,GRANTSVILLE,UT,40.5999298,-112.4667587
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,toluene,WASTE PAINT,44,44,G - Gallons (liquids only),H040,84029,UTD981552177,CLEAN HARBORS (ARAGONITE)/ LLC,11800 NORTH APTUS ROAD,GRANTSVILLE,UT,40.5999298,-112.4667587
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,toluene,WASTE PAINT,440,440,G - Gallons (liquids only),H040,84029,UTD981552177,CLEAN HARBORS (ARAGONITE)/ LLC,11800 NORTH APTUS ROAD,GRANTSVILLE,UT,40.5999298,-112.4667587
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,toluene,WASTE PAINT,675,675,G - Gallons (liquids only),H040,84029,UTD981552177,CLEAN HARBORS (ARAGONITE)/ LLC,11800 NORTH APTUS ROAD,GRANTSVILLE,UT,40.5999298,-112.4667587
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,toluene,WASTE PAINT RELATED MATERIAL,1515,1515,G - Gallons (liquids only),H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,toluene,WASTE PAINT,55,55,G - Gallons (liquids only),H040,84029,UTD981552177,CLEAN HARBORS (ARAGONITE)/ LLC,11800 NORTH APTUS ROAD,GRANTSVILLE,UT,40.5999298,-112.4667587
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,toluene,WASTE PAINT,55,55,G - Gallons (liquids only),H040,84029,UTD981552177,CLEAN HARBORS (ARAGONITE)/ LLC,11800 NORTH APTUS ROAD,GRANTSVILLE,UT,40.5999298,-112.4667587
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,toluene,WASTE PAINT,220,220,G - Gallons (liquids only),H040,84029,UTD981552177,CLEAN HARBORS (ARAGONITE)/ LLC,11800 NORTH APTUS ROAD,GRANTSVILLE,UT,40.5999298,-112.4667587
CLEAN HARBORS CANADA INC - MISSISSAUGA,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,toluene,WASTE PAINT,200,200,K - Kilograms,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,toluene,WASTE PAINT,440,440,G - Gallons (liquids only),H040,84029,UTD981552177,CLEAN HARBORS (ARAGONITE)/ LLC,11800 NORTH APTUS ROAD,GRANTSVILLE,UT,40.5999298,-112.4667587
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,toluene,WASTE PAINT,872,872,G - Gallons (liquids only),H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,toluene,WASTE PAINT,220,220,G - Gallons (liquids only),H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC - MISSISSAUGA,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,toluene,WASTE PAINT,1200,1200,K - Kilograms,,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
FORD MOTOR COMPANY OF CANADA LTD,BOX 2005,ST. THOMAS,ONTARIO,CANADA,45.5862274,-81.8649597,toluene,WASTE PAINT,2800,2800,L - Liters (liquids only),H020,48220,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,42.451691,-83.114326
HOTZ ENVIRONMENTAL SERVICES INC.,239 LOTTRIDGE ST.,HAMILTON,ONTARIO,CANADA,43.2580109,-79.8313065,toluene,"PAINT, SOLVENT",5800,5800,G - Gallons (liquids only),H061,45879,OHD005048947,SYSTECH CORP.,RR#2 11397 COUNTRY RD. 176,PAULDING,OH,41.1794467,-84.6049518
CLEAN HARBORS CANADA INC - MISSISSAUGA,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,toluene,WASTE PAINT,600,600,K - Kilograms,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
FORD MOTOR COMPANY - OAKVILLE,THE CANADIAN ROAD,OAKVILLE,ONTARIO,CANADA,43.4832687,-79.672081,toluene,WASTE PAINT,28000,28000,L - Liters (liquids only),H020,48220,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,42.451691,-83.114326
HOTZ ENVIRONMENTAL SERVICES INC.,239 LOTTRIDGE ST.,HAMILTON,ONTARIO,CANADA,43.2580109,-79.8313065,toluene,"PAINT, SOLVENT",5744,5744,G - Gallons (liquids only),H061,45879,OHD005048947,SYSTECH CORP.,RR#2 11397 COUNTRY RD. 176,PAULDING,OH,41.1794467,-84.6049518
CLEAN HARBORS CANADA INC - MISSISSAUGA,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,toluene,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (LEAD, NICKEL, PAINT DUST PARTICULATE)",400,400,K - Kilograms,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
CLEAN HARBORS CANADA INC - MISSISSAUGA,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,toluene,"WASTE FLAMMABLE LIQUID, NOS (METHANOL, TOLUENE PAINT, ADHESIVE)",5000,5000,L - Liters (liquids only),H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
CLEAN HARBORS CANADA INC - MISSISSAUGA,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,toluene,"WASTE SOLIDS CONTAINING FLAMMABLE LIQUIDS, NOS (PAINT SOLIDS, TOLUENE)",200,200,K - Kilograms,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
CLEAN HARBORS CANADA INC - MISSISSAUGA,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,toluene,"WASTE SOLIDS CONTAINING FLAMMABLE LIQUIDS, NOS (PAINT SOLIDS, TOLUENE)",400,400,K - Kilograms,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
CLEAN HARBORS CANADA INC,561 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981918,-79.6267548,toluene,"WASTE FLAMMABLE SOLIDS, ORGANIC, NOS (PAINT, TOLUENE, XYLENE)",1854,1854,K,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS CANADA INC,561 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981918,-79.6267548,toluene,"WASTE FLAMMABLE SOLIDS, ORGANIC, NOS (PAINT, TOLUENE, XYLENE)",2060,2060,K,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS CANADA INC,561 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981918,-79.6267548,toluene,"WASTE FLAMMABLE SOLIDS, ORGANIC, NOS (PAINT WITH TOLUENE/XYLENE)",1648,1648,K,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS CANADA INC,561 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981918,-79.6267548,toluene,"WASTE FLAMMABLE SOLIDS, ORGANIC, NOS (PAINT WITH XYLENE/TOLUENE)",2266,2266,K,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS CANADA INC,561 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981918,-79.6267548,toluene,"WASTE FLAMMABLE SOLIDS, ORGANIC, NOS (PAINT WITH TOLUENE/XYLENE)",206,206,K,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS CANADA INC,561 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981918,-79.6267548,toluene,"WASTE FLAMMABLE SOLIDS, ORGANIC, NOS (PAINT WITH TOLUENE/XYLENE)",1854,1854,K,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS CANADA INC,561 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981918,-79.6267548,toluene,"WASTE FLAMMABLE SOLIDS, ORGANIC, NOS (PAINT WITH TOLUENE)",1512,1512,K,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS CANADA INC,561 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981918,-79.6267548,toluene,WASTE PAINT (PAINT WITH MEK/TOLUENE/XYLENE),206,206,K,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS CANADA INC,561 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981918,-79.6267548,toluene,WASTE PAINT (PAINT WITH TOLUENE),14844,14844,K,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS CANADA INC,561 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981918,-79.6267548,toluene,WASTE PAINT (PAINT WITH TOLUENE),1194,1194,K,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
CLEAN HARBORS CANADA INC - MISSISSAUGA,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,toluene,"WASTE TOXIC LIQUID, ORGANIC NOS (TRICHLOROETHYLENE)",400,400,L - Liters (liquids only),H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
CLEAN HARBORS CANADA INC.,2 KM NORTH OF HIGHWAY 14 ON SEC RD. 854,RYLEY,ALBERTA,CANADA,53.2874794,-112.4320221,toluene,PERCHLOROETHYLENE/HEXACHLOROETHANE,37168,37168,P - Pounds,H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC.,2 KM NORTH OF HIGHWAY 14 ON SEC RD. 854,RYLEY,ALBERTA,CANADA,53.2874794,-112.4320221,toluene,PERCHLOROETHYLENE/HEXACHLOROETHANE,36328,36328,P - Pounds,H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC.,2 KM NORTH OF HIGHWAY 14 ON SEC RD. 854,RYLEY,ALBERTA,CANADA,53.2874794,-112.4320221,toluene,PERCHLOROETHYLENE/HEXACHLOROETHANE,38126,38126,P - Pounds,H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC.,2 KM NORTH OF HIGHWAY 14 ON SEC RD. 854,RYLEY,ALBERTA,CANADA,53.2874794,-112.4320221,toluene,PERCHLOROETHYLENE/HEXACHLOROETHANE,41432,41432,P - Pounds,H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CARRETERA COATZACOALCOS,VILLA HERMOSA KM 7.5 CO,MEXICO,MEXICO,MEXICO,19.404808,-99.1699524,toluene,"DICHLOROETHYLENE, TRICHLOROETHYLENE",20180,20180,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,VILLA HERMOSA KM 7.5 CO,MEXICO,MEXICO,MEXICO,19.404808,-99.1699524,toluene,"DICHLOROETHYLENE, TRICHLOROETHYLENE",21360,21360,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,VILLA HERMOSA KM 7.5 CO,MEXICO,MEXICO,MEXICO,19.404808,-99.1699524,toluene,"DICHLOROETHYLENE, TRICHLOROETHYLENE",20640,20640,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,VILLA HERMOSA KM 7.5 CO,MEXICO,MEXICO,MEXICO,19.404808,-99.1699524,toluene,"DICHLOROETHYLENE, TRICHLOROETHYLENE",21360,21360,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,VILLA HERMOSA KM 7.5 CO,MEXICO,MEXICO,MEXICO,19.404808,-99.1699524,toluene,"DICHLOROETHYLENE, TRICHLOROETHYLENE",20700,20700,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,VILLA HERMOSA KM 7.5 CO,MEXICO,MEXICO,MEXICO,19.404808,-99.1699524,toluene,"DICHLOROETHYLENE, TRICHLOROETHYLENE",20380,20380,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,VILLA HERMOSA KM 7.5 CO,MEXICO,MEXICO,MEXICO,19.404808,-99.1699524,toluene,"DICHLOROETHYLENE, TRICHLOROETHYLENE",20720,20720,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,VILLA HERMOSA KM 7.5 CO,MEXICO,MEXICO,MEXICO,19.404808,-99.1699524,toluene,"DICHLOROETHYLENE, TRICHLOROETHYLENE",19740,19740,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,VILLA HERMOSA KM 7.5 CO,MEXICO,MEXICO,MEXICO,19.404808,-99.1699524,toluene,"DICHLOROETHYLENE, TRICHLOROETHYLENE",19900,19900,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,VILLA HERMOSA KM 7.5 CO,MEXICO,MEXICO,MEXICO,19.404808,-99.1699524,toluene,"DICHLOROETHYLENE, TRICHLOROETHYLENE",20400,20400,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,VILLA HERMOSA KM 7.5 CO,MEXICO,MEXICO,MEXICO,19.404808,-99.1699524,toluene,"DICHLOROETHYLENE, TRICHLOROETHYLENE",20140,20140,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,VILLA HERMOSA KM 7.5 CO,MEXICO,MEXICO,MEXICO,19.404808,-99.1699524,toluene,"DICHLOROETHYLENE, TRICHLOROETHYLENE",20160,20160,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,VILLA HERMOSA KM 7.5 CO,MEXICO,MEXICO,MEXICO,19.404808,-99.1699524,toluene,"DICHLOROETHYLENE, TRICHLOROETHYLENE",20780,20780,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,VILLA HERMOSA KM 7.5 CO,MEXICO,MEXICO,MEXICO,19.404808,-99.1699524,toluene,"DICHLOROETHYLENE, TRICHLOROETHYLENE",19940,19940,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,VILLA HERMOSA KM 7.5 CO,MEXICO,MEXICO,MEXICO,19.404808,-99.1699524,toluene,"DICHLOROETHYLENE, TRICHLOROETHYLENE",20280,20280,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
